id_log,nivel,servicio,evento,duracion_ms,timestamp
L-0002510,INFO,etl,auditoria_diaria,278,2026-04-15T16:58:26
L-0002511,INFO,validador,registro,273,2026-04-15T08:41:46
L-0002512,INFO,simulador,auditoria_diaria,96,2026-04-15T13:13:19
L-0002513,INFO,etl,agregacion,143,2026-04-15T08:48:06
L-0002514,INFO,validador,reporte,210,2026-04-15T14:19:59
L-0002515,INFO,simulador,registro,117,2026-04-15T12:46:09
L-0002516,INFO,streamlit,validacion,250,2026-04-15T12:24:53
L-0002517,WARNING,simulador,reporte,397,2026-04-15T16:59:58
L-0002518,INFO,simulador,agregacion,253,2026-04-15T11:12:51
L-0002519,INFO,etl,voto_emitido,36,2026-04-15T07:30:22
L-0002520,INFO,streamlit,auditoria_diaria,216,2026-04-15T11:12:55
L-0002521,INFO,simulador,voto_emitido,41,2026-04-15T07:42:58
L-0002522,INFO,etl,reporte,92,2026-04-15T07:14:30
L-0002523,ERROR,auditoria,auditoria_diaria,1796,2026-04-15T11:30:10
L-0002524,INFO,auditoria,agregacion,172,2026-04-15T09:07:59
L-0002525,INFO,etl,agregacion,255,2026-04-15T15:47:02
L-0002526,WARNING,simulador,voto_emitido,520,2026-04-15T16:25:08
L-0002527,INFO,simulador,voto_emitido,191,2026-04-15T14:13:29
L-0002528,INFO,etl,auditoria_diaria,102,2026-04-15T08:36:18
L-0002529,INFO,simulador,registro,171,2026-04-15T10:39:26
L-0002530,INFO,etl,voto_emitido,312,2026-04-15T07:15:27
L-0002531,INFO,validador,reporte,319,2026-04-15T07:38:02
L-0002532,INFO,auditoria,agregacion,106,2026-04-15T08:11:47
L-0002533,INFO,streamlit,reporte,112,2026-04-15T07:22:11
L-0002534,WARNING,simulador,agregacion,609,2026-04-15T08:04:43
L-0002535,INFO,streamlit,registro,47,2026-04-15T12:58:51
L-0002536,INFO,etl,voto_emitido,275,2026-04-15T16:27:09
L-0002537,INFO,simulador,reporte,83,2026-04-15T13:14:25
L-0002538,INFO,validador,auditoria_diaria,44,2026-04-15T12:28:14
L-0002539,INFO,streamlit,reporte,188,2026-04-15T14:48:25
L-0002540,INFO,streamlit,reporte,246,2026-04-15T09:18:53
L-0002541,WARNING,streamlit,voto_emitido,344,2026-04-15T10:27:34
L-0002542,INFO,streamlit,auditoria_diaria,286,2026-04-15T11:40:18
L-0002543,INFO,validador,reporte,205,2026-04-15T10:34:23
L-0002544,INFO,simulador,auditoria_diaria,184,2026-04-15T07:41:38
L-0002545,WARNING,simulador,agregacion,747,2026-04-15T15:30:11
L-0002546,INFO,etl,validacion,146,2026-04-15T08:07:06
L-0002547,INFO,streamlit,validacion,280,2026-04-15T10:05:21
L-0002548,INFO,simulador,auditoria_diaria,297,2026-04-15T09:20:50
L-0002549,INFO,simulador,registro,102,2026-04-15T15:48:03
L-0002550,INFO,etl,voto_emitido,96,2026-04-15T13:16:05
L-0002551,WARNING,simulador,registro,793,2026-04-15T11:08:00
L-0002552,INFO,streamlit,auditoria_diaria,87,2026-04-15T16:54:32
L-0002553,INFO,streamlit,auditoria_diaria,156,2026-04-15T10:48:20
L-0002554,INFO,validador,agregacion,305,2026-04-15T07:20:52
L-0002555,INFO,auditoria,agregacion,16,2026-04-15T12:24:02
L-0002556,INFO,streamlit,reporte,315,2026-04-15T11:16:50
L-0002557,INFO,streamlit,agregacion,19,2026-04-15T09:40:47
L-0002558,INFO,streamlit,agregacion,50,2026-04-15T12:04:39
L-0002559,INFO,streamlit,voto_emitido,241,2026-04-15T12:07:17
L-0002560,WARNING,streamlit,voto_emitido,726,2026-04-15T09:54:55
L-0002561,ERROR,auditoria,voto_emitido,2498,2026-04-15T13:19:24
L-0002562,WARNING,auditoria,agregacion,120,2026-04-15T08:48:17
L-0002563,INFO,etl,auditoria_diaria,65,2026-04-15T11:40:03
L-0002564,INFO,streamlit,registro,299,2026-04-15T16:03:00
L-0002565,INFO,validador,registro,218,2026-04-15T10:54:57
L-0002566,INFO,etl,registro,67,2026-04-15T15:10:42
L-0002567,INFO,etl,auditoria_diaria,111,2026-04-15T13:19:37
L-0002568,WARNING,etl,reporte,298,2026-04-15T15:18:30
L-0002569,INFO,validador,voto_emitido,74,2026-04-15T15:13:15
L-0002570,INFO,streamlit,voto_emitido,190,2026-04-15T10:31:22
L-0002571,WARNING,streamlit,agregacion,601,2026-04-15T08:51:08
L-0002572,INFO,streamlit,auditoria_diaria,311,2026-04-15T09:07:55
L-0002573,INFO,validador,reporte,205,2026-04-15T13:56:55
L-0002574,INFO,auditoria,reporte,230,2026-04-15T09:50:49
L-0002575,WARNING,streamlit,agregacion,212,2026-04-15T14:25:28
L-0002576,ERROR,auditoria,validacion,1281,2026-04-15T14:55:29
L-0002577,INFO,streamlit,auditoria_diaria,155,2026-04-15T10:00:03
L-0002578,INFO,streamlit,voto_emitido,106,2026-04-15T16:33:44
L-0002579,INFO,simulador,voto_emitido,315,2026-04-15T08:34:41
L-0002580,INFO,streamlit,auditoria_diaria,166,2026-04-15T09:01:00
L-0002581,INFO,simulador,registro,156,2026-04-15T11:35:33
L-0002582,INFO,simulador,auditoria_diaria,127,2026-04-15T11:06:33
L-0002583,ERROR,validador,reporte,885,2026-04-15T08:29:16
L-0002584,INFO,streamlit,voto_emitido,174,2026-04-15T13:55:31
L-0002585,WARNING,streamlit,voto_emitido,788,2026-04-15T09:51:00
L-0002586,INFO,streamlit,auditoria_diaria,76,2026-04-15T10:11:20
L-0002587,INFO,validador,reporte,309,2026-04-15T10:07:06
L-0002588,INFO,etl,reporte,66,2026-04-15T12:12:16
L-0002589,INFO,streamlit,auditoria_diaria,319,2026-04-15T07:17:18
L-0002590,INFO,validador,voto_emitido,238,2026-04-15T09:01:49
L-0002591,INFO,streamlit,registro,33,2026-04-15T07:17:30
L-0002592,INFO,auditoria,reporte,113,2026-04-15T15:04:48
L-0002593,INFO,etl,validacion,107,2026-04-15T15:43:19
L-0002594,INFO,streamlit,registro,25,2026-04-15T08:16:31
L-0002595,INFO,simulador,reporte,263,2026-04-15T07:05:01
L-0002596,WARNING,simulador,validacion,571,2026-04-15T13:40:21
L-0002597,INFO,streamlit,voto_emitido,240,2026-04-15T12:23:07
L-0002598,INFO,etl,agregacion,237,2026-04-15T09:59:56
L-0002599,INFO,auditoria,reporte,102,2026-04-15T07:23:19
L-0002600,INFO,etl,agregacion,228,2026-04-15T10:16:12
L-0002601,INFO,simulador,reporte,155,2026-04-15T16:26:31
L-0002602,INFO,validador,agregacion,46,2026-04-15T16:40:10
L-0002603,ERROR,etl,agregacion,2226,2026-04-15T09:14:53
L-0002604,INFO,auditoria,voto_emitido,90,2026-04-15T09:16:09
L-0002605,INFO,auditoria,validacion,79,2026-04-15T10:55:30
L-0002606,INFO,validador,registro,268,2026-04-15T13:45:53
L-0002607,INFO,etl,validacion,264,2026-04-15T15:11:56
L-0002608,INFO,streamlit,reporte,26,2026-04-15T07:26:41
L-0002609,INFO,validador,reporte,209,2026-04-15T10:34:10
L-0002610,INFO,etl,validacion,105,2026-04-15T16:32:46
L-0002611,INFO,simulador,validacion,166,2026-04-15T14:59:59
L-0002612,WARNING,simulador,auditoria_diaria,569,2026-04-15T15:31:22
L-0002613,INFO,auditoria,validacion,158,2026-04-15T12:33:45
L-0002614,INFO,streamlit,reporte,252,2026-04-15T08:57:24
L-0002615,INFO,simulador,validacion,193,2026-04-15T08:55:45
L-0002616,INFO,simulador,voto_emitido,197,2026-04-15T12:19:35
L-0002617,INFO,simulador,auditoria_diaria,47,2026-04-15T13:29:17
L-0002618,INFO,validador,auditoria_diaria,272,2026-04-15T07:10:28
L-0002619,INFO,simulador,agregacion,296,2026-04-15T14:36:09
L-0002620,INFO,streamlit,reporte,175,2026-04-15T10:27:54
L-0002621,INFO,simulador,voto_emitido,163,2026-04-15T15:50:45
L-0002622,INFO,simulador,auditoria_diaria,99,2026-04-15T14:30:41
L-0002623,INFO,etl,voto_emitido,271,2026-04-15T12:38:02
L-0002624,INFO,streamlit,voto_emitido,241,2026-04-15T11:35:46
L-0002625,INFO,validador,registro,256,2026-04-15T13:08:18
L-0002626,WARNING,validador,validacion,571,2026-04-15T10:03:15
L-0002627,INFO,streamlit,auditoria_diaria,234,2026-04-15T13:33:36
L-0002628,INFO,etl,reporte,124,2026-04-15T07:20:06
L-0002629,INFO,streamlit,reporte,138,2026-04-15T13:57:32
L-0002630,WARNING,simulador,agregacion,494,2026-04-15T10:43:52
L-0002631,INFO,streamlit,auditoria_diaria,181,2026-04-15T09:22:14
L-0002632,INFO,streamlit,auditoria_diaria,165,2026-04-15T15:34:34
L-0002633,INFO,etl,reporte,80,2026-04-15T13:58:13
L-0002634,INFO,streamlit,voto_emitido,253,2026-04-15T09:46:52
L-0002635,INFO,streamlit,registro,97,2026-04-15T14:48:07
L-0002636,INFO,auditoria,agregacion,217,2026-04-15T10:03:07
L-0002637,INFO,validador,validacion,156,2026-04-15T09:51:35
L-0002638,INFO,streamlit,reporte,78,2026-04-15T08:28:42
L-0002639,ERROR,etl,validacion,1477,2026-04-15T10:29:54
L-0002640,INFO,etl,reporte,28,2026-04-15T07:58:07
L-0002641,WARNING,streamlit,voto_emitido,318,2026-04-15T14:33:06
L-0002642,INFO,simulador,validacion,283,2026-04-15T08:15:01
L-0002643,INFO,validador,voto_emitido,237,2026-04-15T09:48:47
L-0002644,INFO,simulador,registro,245,2026-04-15T07:49:33
L-0002645,INFO,validador,validacion,285,2026-04-15T15:50:21
L-0002646,INFO,simulador,registro,251,2026-04-15T11:44:14
L-0002647,INFO,auditoria,auditoria_diaria,161,2026-04-15T08:49:20
L-0002648,INFO,simulador,registro,112,2026-04-15T16:18:16
L-0002649,WARNING,streamlit,validacion,711,2026-04-15T16:46:09
L-0002650,INFO,simulador,agregacion,132,2026-04-15T15:53:46
L-0002651,INFO,auditoria,reporte,249,2026-04-15T08:12:48
L-0002652,INFO,validador,reporte,67,2026-04-15T08:16:59
L-0002653,INFO,simulador,agregacion,120,2026-04-15T07:31:47
L-0002654,INFO,simulador,validacion,188,2026-04-15T15:15:32
L-0002655,INFO,validador,voto_emitido,188,2026-04-15T16:40:39
L-0002656,WARNING,streamlit,registro,372,2026-04-15T09:52:47
L-0002657,WARNING,simulador,voto_emitido,473,2026-04-15T16:58:58
L-0002658,INFO,streamlit,validacion,294,2026-04-15T08:32:34
L-0002659,INFO,auditoria,validacion,272,2026-04-15T08:29:59
L-0002660,INFO,simulador,registro,122,2026-04-15T12:40:11
L-0002661,ERROR,validador,validacion,2448,2026-04-15T12:25:29
L-0002662,INFO,etl,agregacion,309,2026-04-15T15:30:04
L-0002663,INFO,streamlit,validacion,263,2026-04-15T16:07:18
L-0002664,INFO,etl,validacion,216,2026-04-15T15:52:27
L-0002665,INFO,streamlit,reporte,257,2026-04-15T07:44:32
L-0002666,INFO,etl,validacion,62,2026-04-15T13:34:28
L-0002667,WARNING,streamlit,reporte,625,2026-04-15T15:30:22
L-0002668,INFO,streamlit,auditoria_diaria,300,2026-04-15T14:50:03
L-0002669,INFO,streamlit,voto_emitido,42,2026-04-15T08:36:39
L-0002670,INFO,validador,reporte,78,2026-04-15T12:35:28
L-0002671,INFO,etl,validacion,68,2026-04-15T13:04:33
L-0002672,INFO,etl,reporte,90,2026-04-15T13:13:13
L-0002673,INFO,validador,agregacion,255,2026-04-15T08:35:05
L-0002674,INFO,validador,auditoria_diaria,300,2026-04-15T13:29:55
L-0002675,INFO,streamlit,auditoria_diaria,287,2026-04-15T12:15:20
L-0002676,ERROR,etl,auditoria_diaria,2294,2026-04-15T08:48:25
L-0002677,INFO,auditoria,voto_emitido,248,2026-04-15T15:39:17
L-0002678,WARNING,streamlit,registro,281,2026-04-15T15:40:29
L-0002679,INFO,streamlit,auditoria_diaria,200,2026-04-15T08:31:14
L-0002680,INFO,streamlit,reporte,293,2026-04-15T14:03:21
L-0002681,INFO,etl,validacion,298,2026-04-15T10:40:51
L-0002682,INFO,auditoria,validacion,180,2026-04-15T14:10:19
L-0002683,ERROR,etl,validacion,2379,2026-04-15T10:17:17
L-0002684,INFO,streamlit,reporte,304,2026-04-15T11:15:44
L-0002685,INFO,auditoria,reporte,42,2026-04-15T10:02:39
L-0002686,INFO,auditoria,agregacion,262,2026-04-15T08:29:02
L-0002687,INFO,etl,voto_emitido,293,2026-04-15T07:09:41
L-0002688,INFO,validador,registro,282,2026-04-15T08:26:12
L-0002689,INFO,streamlit,validacion,162,2026-04-15T12:48:01
L-0002690,INFO,etl,auditoria_diaria,79,2026-04-15T12:07:29
L-0002691,INFO,streamlit,auditoria_diaria,254,2026-04-15T14:19:58
L-0002692,INFO,streamlit,registro,49,2026-04-15T14:43:58
L-0002693,INFO,simulador,agregacion,55,2026-04-15T12:05:25
L-0002694,INFO,etl,registro,294,2026-04-15T15:00:52
L-0002695,ERROR,validador,voto_emitido,620,2026-04-15T08:23:47
L-0002696,INFO,etl,agregacion,131,2026-04-15T15:19:51
L-0002697,INFO,simulador,registro,193,2026-04-15T08:47:30
L-0002698,INFO,simulador,voto_emitido,128,2026-04-15T13:14:44
L-0002699,INFO,validador,voto_emitido,24,2026-04-15T12:42:06
L-0002700,WARNING,simulador,auditoria_diaria,464,2026-04-15T08:31:15
L-0002701,INFO,simulador,registro,105,2026-04-15T07:54:12
L-0002702,INFO,etl,auditoria_diaria,143,2026-04-15T10:32:46
L-0002703,INFO,streamlit,voto_emitido,251,2026-04-15T08:12:06
L-0002704,INFO,validador,voto_emitido,229,2026-04-15T13:14:58
L-0002705,INFO,auditoria,auditoria_diaria,48,2026-04-15T07:44:05
L-0002706,INFO,streamlit,reporte,269,2026-04-15T09:48:53
L-0002707,INFO,streamlit,auditoria_diaria,151,2026-04-15T07:13:37
L-0002708,WARNING,etl,auditoria_diaria,768,2026-04-15T07:33:46
L-0002709,WARNING,auditoria,voto_emitido,687,2026-04-15T10:57:42
L-0002710,INFO,validador,reporte,20,2026-04-15T14:22:40
L-0002711,INFO,auditoria,reporte,169,2026-04-15T08:37:15
L-0002712,INFO,streamlit,registro,216,2026-04-15T13:42:43
L-0002713,INFO,streamlit,auditoria_diaria,175,2026-04-15T12:07:08
L-0002714,ERROR,simulador,auditoria_diaria,2058,2026-04-15T15:56:39
L-0002715,INFO,auditoria,auditoria_diaria,167,2026-04-15T10:05:51
L-0002716,INFO,streamlit,reporte,94,2026-04-15T13:41:39
L-0002717,INFO,etl,agregacion,150,2026-04-15T07:10:31
L-0002718,INFO,simulador,voto_emitido,69,2026-04-15T08:23:57
L-0002719,WARNING,streamlit,voto_emitido,268,2026-04-15T16:37:22
L-0002720,INFO,validador,registro,61,2026-04-15T11:44:47
L-0002721,INFO,streamlit,auditoria_diaria,149,2026-04-15T11:21:44
L-0002722,INFO,auditoria,voto_emitido,222,2026-04-15T07:13:54
L-0002723,INFO,auditoria,voto_emitido,201,2026-04-15T12:43:10
L-0002724,INFO,simulador,validacion,278,2026-04-15T15:15:44
L-0002725,INFO,streamlit,validacion,166,2026-04-15T11:30:59
L-0002726,INFO,validador,validacion,223,2026-04-15T10:59:58
L-0002727,ERROR,etl,validacion,1803,2026-04-15T10:56:02
L-0002728,INFO,validador,voto_emitido,299,2026-04-15T15:40:03
L-0002729,INFO,streamlit,auditoria_diaria,87,2026-04-15T15:30:00
L-0002730,INFO,simulador,validacion,292,2026-04-15T08:55:40
L-0002731,INFO,etl,agregacion,247,2026-04-15T11:19:46
L-0002732,INFO,streamlit,agregacion,26,2026-04-15T07:29:21
L-0002733,INFO,streamlit,auditoria_diaria,32,2026-04-15T15:18:44
L-0002734,INFO,simulador,reporte,97,2026-04-15T12:48:08
L-0002735,INFO,etl,agregacion,147,2026-04-15T07:00:07
L-0002736,INFO,simulador,validacion,139,2026-04-15T09:45:46
L-0002737,INFO,auditoria,validacion,99,2026-04-15T07:24:43
L-0002738,INFO,streamlit,voto_emitido,185,2026-04-15T07:51:20
L-0002739,INFO,streamlit,auditoria_diaria,279,2026-04-15T13:45:59
L-0002740,ERROR,validador,voto_emitido,1194,2026-04-15T14:38:12
L-0002741,INFO,streamlit,voto_emitido,202,2026-04-15T09:19:52
L-0002742,INFO,etl,registro,74,2026-04-15T14:43:01
L-0002743,INFO,streamlit,auditoria_diaria,142,2026-04-15T10:47:19
L-0002744,INFO,simulador,reporte,117,2026-04-15T10:01:08
L-0002745,INFO,validador,auditoria_diaria,81,2026-04-15T15:19:56
L-0002746,INFO,streamlit,reporte,285,2026-04-15T16:56:36
L-0002747,INFO,simulador,agregacion,185,2026-04-15T12:23:36
L-0002748,INFO,validador,validacion,279,2026-04-15T16:15:25
L-0002749,INFO,simulador,auditoria_diaria,139,2026-04-15T07:45:30
L-0002750,INFO,validador,agregacion,305,2026-04-15T07:47:56
L-0002751,INFO,etl,registro,114,2026-04-15T14:40:55
L-0002752,WARNING,streamlit,reporte,561,2026-04-15T08:34:35
L-0002753,INFO,validador,auditoria_diaria,82,2026-04-15T13:56:11
L-0002754,WARNING,simulador,reporte,494,2026-04-15T16:36:11
L-0002755,INFO,streamlit,validacion,147,2026-04-15T14:02:30
L-0002756,WARNING,etl,agregacion,688,2026-04-15T10:54:32
L-0002757,WARNING,streamlit,voto_emitido,146,2026-04-15T11:32:17
L-0002758,INFO,streamlit,voto_emitido,34,2026-04-15T10:44:48
L-0002759,ERROR,etl,voto_emitido,1071,2026-04-15T16:22:54
L-0002760,INFO,streamlit,registro,193,2026-04-15T10:38:37
L-0002761,INFO,auditoria,voto_emitido,120,2026-04-15T15:10:56
L-0002762,INFO,simulador,validacion,20,2026-04-15T14:15:17
L-0002763,INFO,validador,auditoria_diaria,121,2026-04-15T16:09:15
L-0002764,INFO,simulador,agregacion,22,2026-04-15T09:03:42
L-0002765,INFO,streamlit,reporte,15,2026-04-15T08:02:21
L-0002766,INFO,validador,validacion,148,2026-04-15T09:20:02
L-0002767,INFO,streamlit,registro,295,2026-04-15T15:06:26
L-0002768,INFO,etl,auditoria_diaria,90,2026-04-15T09:18:44
L-0002769,INFO,validador,registro,157,2026-04-15T14:05:16
L-0002770,INFO,etl,registro,264,2026-04-15T15:23:00
L-0002771,INFO,streamlit,validacion,276,2026-04-15T10:59:06
L-0002772,INFO,validador,auditoria_diaria,280,2026-04-15T16:41:56
L-0002773,INFO,simulador,auditoria_diaria,240,2026-04-15T08:49:21
L-0002774,INFO,auditoria,validacion,312,2026-04-15T14:55:31
L-0002775,INFO,simulador,registro,250,2026-04-15T12:20:24
L-0002776,INFO,etl,agregacion,300,2026-04-15T13:57:53
L-0002777,INFO,validador,agregacion,223,2026-04-15T15:45:05
L-0002778,INFO,streamlit,voto_emitido,141,2026-04-15T12:21:06
L-0002779,INFO,etl,auditoria_diaria,232,2026-04-15T14:53:53
L-0002780,INFO,streamlit,auditoria_diaria,40,2026-04-15T11:52:59
L-0002781,ERROR,etl,agregacion,555,2026-04-15T11:30:51
L-0002782,INFO,etl,voto_emitido,120,2026-04-15T14:28:55
L-0002783,INFO,etl,agregacion,136,2026-04-15T07:36:47
L-0002784,INFO,streamlit,auditoria_diaria,139,2026-04-15T14:58:36
L-0002785,INFO,simulador,validacion,258,2026-04-15T07:26:00
L-0002786,INFO,etl,auditoria_diaria,116,2026-04-15T12:19:59
L-0002787,INFO,validador,auditoria_diaria,233,2026-04-15T12:08:21
L-0002788,INFO,etl,voto_emitido,307,2026-04-15T12:22:41
L-0002789,INFO,streamlit,registro,304,2026-04-15T09:03:13
L-0002790,INFO,streamlit,voto_emitido,105,2026-04-15T11:42:10
L-0002791,ERROR,auditoria,agregacion,1214,2026-04-15T08:15:58
L-0002792,INFO,streamlit,validacion,265,2026-04-15T13:38:06
L-0002793,INFO,streamlit,registro,22,2026-04-15T07:07:34
L-0002794,INFO,etl,validacion,319,2026-04-15T15:05:24
L-0002795,INFO,validador,registro,156,2026-04-15T11:52:04
L-0002796,ERROR,etl,reporte,595,2026-04-15T10:35:33
L-0002797,INFO,simulador,reporte,52,2026-04-15T10:52:54
L-0002798,WARNING,etl,agregacion,426,2026-04-15T14:54:37
L-0002799,WARNING,validador,agregacion,705,2026-04-15T11:26:28
L-0002800,ERROR,validador,agregacion,1331,2026-04-15T07:53:18
L-0002801,INFO,auditoria,agregacion,227,2026-04-15T07:24:41
L-0002802,INFO,validador,auditoria_diaria,277,2026-04-15T13:09:27
L-0002803,INFO,auditoria,reporte,35,2026-04-15T16:16:26
L-0002804,INFO,simulador,auditoria_diaria,48,2026-04-15T12:18:57
L-0002805,INFO,validador,registro,308,2026-04-15T14:07:23
L-0002806,INFO,simulador,voto_emitido,190,2026-04-15T13:04:16
L-0002807,INFO,etl,agregacion,205,2026-04-15T16:05:35
L-0002808,INFO,streamlit,agregacion,201,2026-04-15T08:34:52
L-0002809,ERROR,validador,reporte,796,2026-04-15T16:52:59
L-0002810,INFO,streamlit,voto_emitido,287,2026-04-15T16:48:09
L-0002811,INFO,simulador,reporte,125,2026-04-15T15:19:54
L-0002812,INFO,simulador,registro,76,2026-04-15T07:02:58
L-0002813,ERROR,streamlit,reporte,1373,2026-04-15T14:46:53
L-0002814,INFO,etl,validacion,229,2026-04-15T15:36:12
L-0002815,INFO,etl,registro,127,2026-04-15T14:31:03
L-0002816,INFO,auditoria,voto_emitido,37,2026-04-15T08:36:15
L-0002817,INFO,streamlit,auditoria_diaria,318,2026-04-15T15:25:03
L-0002818,WARNING,streamlit,auditoria_diaria,135,2026-04-15T07:27:56
L-0002819,WARNING,auditoria,agregacion,653,2026-04-15T12:35:19
L-0002820,INFO,auditoria,auditoria_diaria,129,2026-04-15T10:41:31
L-0002821,WARNING,auditoria,registro,290,2026-04-15T16:51:29
L-0002822,INFO,auditoria,voto_emitido,236,2026-04-15T09:31:52
L-0002823,INFO,streamlit,registro,82,2026-04-15T12:54:43
L-0002824,INFO,auditoria,registro,241,2026-04-15T07:16:17
L-0002825,INFO,auditoria,auditoria_diaria,192,2026-04-15T12:35:47
L-0002826,INFO,etl,validacion,265,2026-04-15T09:06:50
L-0002827,INFO,streamlit,auditoria_diaria,164,2026-04-15T08:33:52
L-0002828,INFO,streamlit,reporte,84,2026-04-15T07:34:45
L-0002829,INFO,etl,agregacion,135,2026-04-15T15:06:00
L-0002830,INFO,streamlit,auditoria_diaria,181,2026-04-15T10:09:49
L-0002831,WARNING,etl,validacion,617,2026-04-15T08:40:07
L-0002832,INFO,streamlit,validacion,93,2026-04-15T15:46:52
L-0002833,INFO,simulador,agregacion,243,2026-04-15T14:54:58
L-0002834,WARNING,simulador,validacion,133,2026-04-15T08:11:10
L-0002835,INFO,streamlit,voto_emitido,66,2026-04-15T11:45:44
L-0002836,INFO,auditoria,voto_emitido,135,2026-04-15T09:49:07
L-0002837,INFO,streamlit,auditoria_diaria,316,2026-04-15T08:30:56
L-0002838,INFO,simulador,validacion,284,2026-04-15T08:28:19
L-0002839,INFO,streamlit,reporte,213,2026-04-15T16:08:23
L-0002840,INFO,etl,reporte,238,2026-04-15T12:12:22
L-0002841,INFO,simulador,voto_emitido,208,2026-04-15T10:55:10
L-0002842,INFO,etl,registro,162,2026-04-15T16:08:08
L-0002843,INFO,simulador,auditoria_diaria,229,2026-04-15T15:46:56
L-0002844,INFO,streamlit,agregacion,302,2026-04-15T15:37:15
L-0002845,WARNING,auditoria,validacion,165,2026-04-15T08:39:54
L-0002846,INFO,streamlit,reporte,316,2026-04-15T13:26:24
L-0002847,INFO,etl,reporte,109,2026-04-15T16:32:51
L-0002848,INFO,etl,registro,49,2026-04-15T08:58:32
L-0002849,INFO,etl,reporte,201,2026-04-15T07:00:57
L-0002850,INFO,validador,validacion,273,2026-04-15T16:28:05
L-0002851,INFO,streamlit,auditoria_diaria,151,2026-04-15T08:07:49
L-0002852,INFO,etl,registro,153,2026-04-15T16:43:56
L-0002853,WARNING,validador,auditoria_diaria,787,2026-04-15T14:03:54
L-0002854,INFO,validador,auditoria_diaria,306,2026-04-15T11:15:52
L-0002855,INFO,validador,registro,221,2026-04-15T16:39:37
L-0002856,INFO,validador,auditoria_diaria,211,2026-04-15T13:36:06
L-0002857,INFO,etl,reporte,50,2026-04-15T07:23:34
L-0002858,INFO,streamlit,reporte,45,2026-04-15T14:25:05
L-0002859,INFO,streamlit,validacion,45,2026-04-15T14:32:38
L-0002860,INFO,etl,reporte,180,2026-04-15T11:40:41
L-0002861,INFO,etl,registro,233,2026-04-15T08:26:06
L-0002862,INFO,streamlit,agregacion,194,2026-04-15T15:41:05
L-0002863,ERROR,auditoria,validacion,690,2026-04-15T16:42:47
L-0002864,WARNING,etl,reporte,354,2026-04-15T15:32:11
L-0002865,INFO,streamlit,agregacion,112,2026-04-15T07:09:43
L-0002866,INFO,etl,agregacion,272,2026-04-15T16:02:48
L-0002867,INFO,streamlit,agregacion,121,2026-04-15T07:45:25
L-0002868,WARNING,streamlit,validacion,377,2026-04-15T16:20:29
L-0002869,INFO,auditoria,registro,18,2026-04-15T13:39:14
L-0002870,INFO,streamlit,validacion,37,2026-04-15T09:29:30
L-0002871,INFO,etl,agregacion,313,2026-04-15T10:22:32
L-0002872,INFO,streamlit,validacion,259,2026-04-15T11:40:09
L-0002873,INFO,etl,validacion,22,2026-04-15T11:47:37
L-0002874,INFO,etl,voto_emitido,176,2026-04-15T07:34:50
L-0002875,INFO,streamlit,agregacion,98,2026-04-15T07:34:21
L-0002876,ERROR,streamlit,registro,1995,2026-04-15T14:38:20
L-0002877,INFO,streamlit,registro,161,2026-04-15T09:40:34
L-0002878,INFO,streamlit,auditoria_diaria,184,2026-04-15T09:07:22
L-0002879,WARNING,auditoria,reporte,720,2026-04-15T14:30:12
L-0002880,INFO,simulador,auditoria_diaria,104,2026-04-15T10:08:37
L-0002881,INFO,auditoria,auditoria_diaria,302,2026-04-15T16:25:30
L-0002882,INFO,streamlit,registro,302,2026-04-15T08:50:00
L-0002883,WARNING,streamlit,registro,799,2026-04-15T12:20:48
L-0002884,INFO,simulador,agregacion,227,2026-04-15T07:44:57
L-0002885,INFO,streamlit,registro,241,2026-04-15T13:30:39
L-0002886,WARNING,validador,validacion,368,2026-04-15T13:17:30
L-0002887,INFO,etl,agregacion,263,2026-04-15T11:32:28
L-0002888,WARNING,etl,agregacion,400,2026-04-15T07:44:40
L-0002889,INFO,simulador,validacion,285,2026-04-15T15:45:28
L-0002890,INFO,simulador,reporte,190,2026-04-15T14:01:31
L-0002891,INFO,streamlit,registro,55,2026-04-15T08:53:23
L-0002892,INFO,etl,reporte,115,2026-04-15T10:15:49
L-0002893,INFO,streamlit,registro,268,2026-04-15T16:52:39
L-0002894,INFO,streamlit,voto_emitido,82,2026-04-15T16:59:16
L-0002895,INFO,etl,validacion,24,2026-04-15T12:17:23
L-0002896,INFO,streamlit,auditoria_diaria,65,2026-04-15T11:26:38
L-0002897,WARNING,validador,auditoria_diaria,773,2026-04-15T16:56:06
L-0002898,ERROR,streamlit,validacion,548,2026-04-15T08:20:58
L-0002899,INFO,simulador,agregacion,204,2026-04-15T09:01:29
L-0002900,INFO,etl,voto_emitido,205,2026-04-15T13:01:25
L-0002901,ERROR,etl,reporte,2453,2026-04-15T07:48:06
L-0002902,INFO,simulador,agregacion,22,2026-04-15T16:35:08
L-0002903,WARNING,etl,auditoria_diaria,203,2026-04-15T11:00:59
L-0002904,WARNING,validador,voto_emitido,267,2026-04-15T15:16:13
L-0002905,ERROR,etl,auditoria_diaria,891,2026-04-15T08:45:30
L-0002906,INFO,validador,registro,37,2026-04-15T08:00:51
L-0002907,INFO,etl,auditoria_diaria,141,2026-04-15T14:22:52
L-0002908,INFO,streamlit,auditoria_diaria,247,2026-04-15T09:07:24
L-0002909,WARNING,auditoria,agregacion,327,2026-04-15T11:12:54
L-0002910,INFO,validador,auditoria_diaria,223,2026-04-15T15:48:06
