id_ciudadano,edad,genero,comuna_id,comuna,perfil_territorial,validado,voto_emitido,fecha_registro
C-0003814,54,No reporta,2,Santa Cruz,ladera_norte,True,True,2026-04-15T07:37:11
C-0003815,84,F,8,Villa Hermosa,ladera_oriente,False,False,2026-04-15T08:28:50
C-0003816,70,M,7,Robledo,ladera_noroccidente,False,False,2026-04-15T09:16:28
C-0003817,51,F,8,Villa Hermosa,ladera_oriente,True,False,2026-04-15T10:34:07
C-0003818,39,F,5,Castilla,valle,True,False,2026-04-15T10:29:52
C-0003819,74,F,12,La America,centro_sur,False,False,2026-04-15T09:09:27
C-0003820,75,M,15,Guayabal,sur,True,True,2026-04-15T10:08:20
C-0003821,42,M,14,El Poblado,sur,True,True,2026-04-15T08:38:45
C-0003822,25,F,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T07:53:07
C-0003823,57,M,10,La Candelaria,centro,True,True,2026-04-15T08:57:24
C-0003824,60,M,1,Popular,ladera_norte,True,True,2026-04-15T08:20:27
C-0003825,80,F,13,San Javier,ladera_occidente,False,False,2026-04-15T10:10:30
C-0003826,77,M,10,La Candelaria,centro,False,False,2026-04-15T11:20:48
C-0003827,33,F,5,Castilla,valle,True,True,2026-04-15T08:20:35
C-0003828,34,M,6,Doce de Octubre,ladera_noroccidente,True,False,2026-04-15T07:32:10
C-0003829,84,M,50,San Sebastian de Palmitas,rural,True,True,2026-04-15T07:46:38
C-0003830,39,F,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T08:39:09
C-0003831,48,M,9,Buenos Aires,ladera_oriente,True,True,2026-04-15T08:19:39
C-0003832,38,F,11,Laureles-Estadio,centro_sur,False,False,2026-04-15T12:24:12
C-0003833,44,M,8,Villa Hermosa,ladera_oriente,True,True,2026-04-15T08:41:06
C-0003834,55,M,9,Buenos Aires,ladera_oriente,True,False,2026-04-15T10:46:41
C-0003835,37,F,6,Doce de Octubre,ladera_noroccidente,False,False,2026-04-15T10:58:44
C-0003836,45,M,8,Villa Hermosa,ladera_oriente,False,False,2026-04-15T08:43:39
C-0003837,41,F,12,La America,centro_sur,True,True,2026-04-15T08:13:47
C-0003838,25,M,1,Popular,ladera_norte,False,False,2026-04-15T08:28:12
C-0003839,70,M,14,El Poblado,sur,True,True,2026-04-15T11:53:53
C-0003840,77,M,5,Castilla,valle,True,True,2026-04-15T09:34:57
C-0003841,50,M,12,La America,centro_sur,True,True,2026-04-15T07:32:14
C-0003842,31,M,12,La America,centro_sur,True,True,2026-04-15T10:43:40
C-0003843,61,F,12,La America,centro_sur,True,True,2026-04-15T09:38:48
C-0003844,53,F,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T08:21:18
C-0003845,54,M,70,Altavista,rural,False,False,2026-04-15T08:18:46
C-0003846,57,F,9,Buenos Aires,ladera_oriente,True,True,2026-04-15T11:14:23
C-0003847,66,F,13,San Javier,ladera_occidente,False,False,2026-04-15T09:04:05
C-0003848,20,F,13,San Javier,ladera_occidente,True,True,2026-04-15T07:42:34
C-0003849,24,No reporta,5,Castilla,valle,True,True,2026-04-15T11:19:51
C-0003850,24,M,5,Castilla,valle,True,True,2026-04-15T08:28:11
C-0003851,28,F,8,Villa Hermosa,ladera_oriente,False,True,2026-04-15T12:29:06
C-0003852,83,F,5,Castilla,valle,False,False,2026-04-15T10:27:04
C-0003853,66,M,7,Robledo,ladera_noroccidente,True,True,2026-04-15T10:14:51
C-0003854,62,F,7,Robledo,ladera_noroccidente,True,True,2026-04-15T11:01:51
C-0003855,64,M,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T08:36:32
C-0003856,20,M,4,Aranjuez,valle,True,False,2026-04-15T10:51:39
C-0003857,32,M,14,El Poblado,sur,True,True,2026-04-15T08:23:18
C-0003858,71,F,8,Villa Hermosa,ladera_oriente,False,False,2026-04-15T08:48:32
C-0003859,49,M,13,San Javier,ladera_occidente,True,False,2026-04-15T10:21:52
C-0003860,52,No reporta,2,Santa Cruz,ladera_norte,True,False,2026-04-15T09:25:38
C-0003861,68,F,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T12:00:35
C-0003862,23,M,1,Popular,ladera_norte,False,False,2026-04-15T07:41:17
C-0003863,71,F,12,La America,centro_sur,True,True,2026-04-15T07:59:53
C-0003864,63,No reporta,6,Doce de Octubre,ladera_noroccidente,False,False,2026-04-15T07:30:08
C-0003865,45,M,60,San Cristobal,rural,True,False,2026-04-15T12:01:52
C-0003866,51,F,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T09:34:56
C-0003867,22,F,10,La Candelaria,centro,True,True,2026-04-15T11:53:51
C-0003868,31,F,5,Castilla,valle,True,True,2026-04-15T10:13:00
C-0003869,34,F,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T11:48:10
C-0003870,76,M,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T11:36:20
C-0003871,25,F,7,Robledo,ladera_noroccidente,True,True,2026-04-15T07:59:17
C-0003872,37,M,4,Aranjuez,valle,True,True,2026-04-15T12:18:47
C-0003873,26,F,2,Santa Cruz,ladera_norte,False,False,2026-04-15T10:03:23
C-0003874,37,M,3,Manrique,ladera_norte,False,False,2026-04-15T10:29:44
C-0003875,18,M,90,Santa Elena,rural,False,False,2026-04-15T08:42:49
C-0003876,36,M,8,Villa Hermosa,ladera_oriente,False,False,2026-04-15T11:34:57
C-0003877,66,M,1,Popular,ladera_norte,False,True,2026-04-15T07:54:49
C-0003878,69,No reporta,60,San Cristobal,rural,False,False,2026-04-15T08:09:08
C-0003879,43,M,1,Popular,ladera_norte,True,True,2026-04-15T08:38:28
C-0003880,65,M,8,Villa Hermosa,ladera_oriente,True,False,2026-04-15T11:34:59
C-0003881,59,F,13,San Javier,ladera_occidente,True,True,2026-04-15T11:34:42
C-0003882,78,F,16,Belen,sur,True,True,2026-04-15T08:46:01
C-0003883,71,F,13,San Javier,ladera_occidente,True,True,2026-04-15T10:14:38
C-0003884,33,M,9,Buenos Aires,ladera_oriente,True,True,2026-04-15T09:32:55
C-0003885,57,M,80,San Antonio de Prado,rural,True,True,2026-04-15T10:14:41
C-0003886,70,M,1,Popular,ladera_norte,False,True,2026-04-15T07:36:23
C-0003887,38,M,90,Santa Elena,rural,True,True,2026-04-15T09:40:27
C-0003888,56,F,15,Guayabal,sur,True,False,2026-04-15T09:50:24
C-0003889,44,M,50,San Sebastian de Palmitas,rural,False,False,2026-04-15T07:34:19
C-0003890,38,F,5,Castilla,valle,True,True,2026-04-15T10:45:23
C-0003891,31,F,3,Manrique,ladera_norte,True,True,2026-04-15T09:25:03
C-0003892,20,M,12,La America,centro_sur,True,True,2026-04-15T08:45:37
C-0003893,68,F,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T11:25:51
C-0003894,72,M,10,La Candelaria,centro,False,False,2026-04-15T11:32:36
C-0003895,61,M,50,San Sebastian de Palmitas,rural,True,False,2026-04-15T08:46:03
C-0003896,34,M,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T12:07:51
C-0003897,19,F,6,Doce de Octubre,ladera_noroccidente,False,False,2026-04-15T07:34:41
C-0003898,60,F,7,Robledo,ladera_noroccidente,False,False,2026-04-15T10:21:12
C-0003899,31,F,3,Manrique,ladera_norte,False,False,2026-04-15T11:03:01
C-0003900,54,F,4,Aranjuez,valle,True,False,2026-04-15T08:43:13
C-0003901,83,F,3,Manrique,ladera_norte,True,True,2026-04-15T09:19:56
C-0003902,18,F,15,Guayabal,sur,True,True,2026-04-15T11:01:34
C-0003903,56,M,13,San Javier,ladera_occidente,True,True,2026-04-15T09:18:48
C-0003904,84,M,10,La Candelaria,centro,True,False,2026-04-15T08:58:22
C-0003905,40,M,7,Robledo,ladera_noroccidente,False,False,2026-04-15T10:44:25
C-0003906,72,F,12,La America,centro_sur,True,True,2026-04-15T08:18:50
C-0003907,73,M,15,Guayabal,sur,True,True,2026-04-15T10:17:55
C-0003908,50,F,16,Belen,sur,False,False,2026-04-15T08:55:33
C-0003909,38,F,10,La Candelaria,centro,True,True,2026-04-15T09:05:38
C-0003910,63,F,15,Guayabal,sur,True,True,2026-04-15T09:41:42
C-0003911,59,M,9,Buenos Aires,ladera_oriente,True,False,2026-04-15T11:09:52
C-0003912,49,M,9,Buenos Aires,ladera_oriente,True,True,2026-04-15T08:37:42
C-0003913,30,F,16,Belen,sur,True,True,2026-04-15T10:51:35
C-0003914,67,M,7,Robledo,ladera_noroccidente,True,True,2026-04-15T09:11:10
C-0003915,32,M,7,Robledo,ladera_noroccidente,True,True,2026-04-15T11:57:02
C-0003916,27,F,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T09:28:41
C-0003917,22,M,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T09:35:43
C-0003918,47,F,10,La Candelaria,centro,True,True,2026-04-15T11:16:09
C-0003919,26,F,12,La America,centro_sur,True,True,2026-04-15T07:43:11
C-0003920,40,M,8,Villa Hermosa,ladera_oriente,True,False,2026-04-15T11:47:17
C-0003921,34,F,4,Aranjuez,valle,False,False,2026-04-15T09:09:59
C-0003922,48,M,16,Belen,sur,True,True,2026-04-15T11:37:28
C-0003923,70,F,6,Doce de Octubre,ladera_noroccidente,True,False,2026-04-15T09:20:52
C-0003924,48,M,16,Belen,sur,True,True,2026-04-15T08:27:57
C-0003925,55,M,4,Aranjuez,valle,True,True,2026-04-15T08:02:04
C-0003926,27,M,10,La Candelaria,centro,True,True,2026-04-15T11:32:55
C-0003927,25,M,10,La Candelaria,centro,False,False,2026-04-15T07:37:24
C-0003928,83,M,15,Guayabal,sur,True,False,2026-04-15T10:42:09
C-0003929,59,F,3,Manrique,ladera_norte,True,False,2026-04-15T10:31:21
C-0003930,19,F,16,Belen,sur,True,True,2026-04-15T08:41:20
C-0003931,55,M,10,La Candelaria,centro,True,True,2026-04-15T11:16:47
C-0003932,18,F,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T09:22:48
C-0003933,23,F,9,Buenos Aires,ladera_oriente,True,True,2026-04-15T11:28:48
C-0003934,43,M,1,Popular,ladera_norte,False,False,2026-04-15T09:13:38
C-0003935,61,F,9,Buenos Aires,ladera_oriente,True,True,2026-04-15T11:23:58
C-0003936,59,F,5,Castilla,valle,False,False,2026-04-15T09:40:32
C-0003937,70,M,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T09:47:44
C-0003938,30,M,12,La America,centro_sur,False,False,2026-04-15T11:43:27
C-0003939,30,M,9,Buenos Aires,ladera_oriente,False,True,2026-04-15T07:59:33
C-0003940,53,F,2,Santa Cruz,ladera_norte,True,False,2026-04-15T09:33:28
C-0003941,76,F,2,Santa Cruz,ladera_norte,True,True,2026-04-15T07:43:03
C-0003942,66,M,4,Aranjuez,valle,True,False,2026-04-15T07:46:23
C-0003943,62,F,4,Aranjuez,valle,True,True,2026-04-15T08:10:59
C-0003944,24,M,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T11:11:11
C-0003945,76,F,4,Aranjuez,valle,False,False,2026-04-15T11:25:22
C-0003946,83,F,16,Belen,sur,False,False,2026-04-15T11:26:06
C-0003947,57,F,4,Aranjuez,valle,False,False,2026-04-15T12:27:40
C-0003948,40,F,2,Santa Cruz,ladera_norte,True,True,2026-04-15T10:21:41
C-0003949,62,F,16,Belen,sur,True,True,2026-04-15T08:29:31
C-0003950,61,M,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T09:52:32
C-0003951,80,M,8,Villa Hermosa,ladera_oriente,True,True,2026-04-15T10:16:12
C-0003952,25,F,70,Altavista,rural,True,True,2026-04-15T11:21:37
C-0003953,52,M,60,San Cristobal,rural,True,True,2026-04-15T09:52:56
C-0003954,65,F,13,San Javier,ladera_occidente,True,True,2026-04-15T07:36:37
C-0003955,41,F,2,Santa Cruz,ladera_norte,True,True,2026-04-15T11:41:17
C-0003956,74,M,11,Laureles-Estadio,centro_sur,True,False,2026-04-15T10:25:15
C-0003957,22,M,90,Santa Elena,rural,False,False,2026-04-15T08:02:24
C-0003958,25,M,60,San Cristobal,rural,False,False,2026-04-15T12:15:34
C-0003959,70,F,2,Santa Cruz,ladera_norte,False,False,2026-04-15T09:45:04
C-0003960,26,F,7,Robledo,ladera_noroccidente,True,False,2026-04-15T11:28:17
C-0003961,46,M,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T11:08:26
C-0003962,36,M,3,Manrique,ladera_norte,True,False,2026-04-15T08:52:39
C-0003963,64,M,13,San Javier,ladera_occidente,False,False,2026-04-15T11:58:42
C-0003964,18,No reporta,5,Castilla,valle,True,True,2026-04-15T12:05:18
C-0003965,41,F,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T12:12:15
C-0003966,84,M,2,Santa Cruz,ladera_norte,False,False,2026-04-15T08:30:44
C-0003967,42,M,9,Buenos Aires,ladera_oriente,True,True,2026-04-15T08:11:33
C-0003968,58,F,3,Manrique,ladera_norte,True,True,2026-04-15T10:14:04
C-0003969,84,F,8,Villa Hermosa,ladera_oriente,True,False,2026-04-15T08:43:56
C-0003970,58,M,3,Manrique,ladera_norte,False,False,2026-04-15T10:37:29
C-0003971,68,F,70,Altavista,rural,True,False,2026-04-15T10:52:04
C-0003972,82,M,3,Manrique,ladera_norte,False,False,2026-04-15T07:40:12
C-0003973,59,M,10,La Candelaria,centro,False,False,2026-04-15T11:18:45
C-0003974,73,F,4,Aranjuez,valle,False,False,2026-04-15T08:08:10
C-0003975,52,M,2,Santa Cruz,ladera_norte,True,True,2026-04-15T10:21:38
C-0003976,72,M,4,Aranjuez,valle,True,False,2026-04-15T10:13:18
C-0003977,61,F,1,Popular,ladera_norte,False,False,2026-04-15T07:35:41
C-0003978,40,M,3,Manrique,ladera_norte,False,False,2026-04-15T08:24:16
C-0003979,55,F,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T10:11:59
C-0003980,40,No reporta,12,La America,centro_sur,False,False,2026-04-15T09:35:44
C-0003981,44,F,2,Santa Cruz,ladera_norte,False,False,2026-04-15T09:52:20
C-0003982,37,F,8,Villa Hermosa,ladera_oriente,True,False,2026-04-15T11:01:44
C-0003983,50,M,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T10:56:43
C-0003984,41,F,5,Castilla,valle,True,False,2026-04-15T10:37:36
C-0003985,59,F,7,Robledo,ladera_noroccidente,True,False,2026-04-15T11:10:53
C-0003986,42,F,2,Santa Cruz,ladera_norte,True,False,2026-04-15T11:52:16
C-0003987,50,M,4,Aranjuez,valle,True,False,2026-04-15T08:33:20
C-0003988,27,M,9,Buenos Aires,ladera_oriente,True,False,2026-04-15T12:06:21
C-0003989,43,F,90,Santa Elena,rural,True,False,2026-04-15T09:50:58
C-0003990,41,F,90,Santa Elena,rural,False,False,2026-04-15T12:07:58
C-0003991,82,F,80,San Antonio de Prado,rural,False,True,2026-04-15T10:41:30
C-0003992,47,M,8,Villa Hermosa,ladera_oriente,True,False,2026-04-15T09:27:43
C-0003993,19,F,2,Santa Cruz,ladera_norte,False,False,2026-04-15T07:43:10
C-0003994,38,M,6,Doce de Octubre,ladera_noroccidente,True,False,2026-04-15T08:06:34
C-0003995,66,F,5,Castilla,valle,True,True,2026-04-15T10:36:33
C-0003996,29,M,1,Popular,ladera_norte,True,True,2026-04-15T10:50:08
C-0003997,28,M,2,Santa Cruz,ladera_norte,True,True,2026-04-15T08:11:00
C-0003998,43,F,8,Villa Hermosa,ladera_oriente,True,False,2026-04-15T12:05:42
C-0003999,41,M,6,Doce de Octubre,ladera_noroccidente,False,False,2026-04-15T09:08:27
C-0004000,50,F,4,Aranjuez,valle,True,True,2026-04-15T11:20:46
C-0004001,20,M,13,San Javier,ladera_occidente,False,False,2026-04-15T11:21:58
C-0004002,66,F,7,Robledo,ladera_noroccidente,True,True,2026-04-15T10:59:06
C-0004003,32,F,15,Guayabal,sur,True,True,2026-04-15T12:04:22
C-0004004,65,F,5,Castilla,valle,False,False,2026-04-15T11:30:46
C-0004005,55,F,10,La Candelaria,centro,True,True,2026-04-15T08:19:17
C-0004006,31,M,4,Aranjuez,valle,True,False,2026-04-15T09:32:56
C-0004007,49,M,9,Buenos Aires,ladera_oriente,True,False,2026-04-15T10:21:09
C-0004008,20,F,3,Manrique,ladera_norte,True,False,2026-04-15T10:00:31
C-0004009,65,M,3,Manrique,ladera_norte,False,False,2026-04-15T10:07:01
C-0004010,38,M,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T08:29:57
C-0004011,43,F,5,Castilla,valle,True,True,2026-04-15T12:21:24
C-0004012,28,F,3,Manrique,ladera_norte,True,False,2026-04-15T10:51:27
C-0004013,42,M,50,San Sebastian de Palmitas,rural,False,False,2026-04-15T11:31:28
C-0004014,44,F,1,Popular,ladera_norte,True,False,2026-04-15T09:14:23
C-0004015,33,M,10,La Candelaria,centro,True,True,2026-04-15T10:49:17
C-0004016,83,F,10,La Candelaria,centro,True,False,2026-04-15T08:50:14
C-0004017,36,F,5,Castilla,valle,True,True,2026-04-15T10:27:20
C-0004018,30,M,8,Villa Hermosa,ladera_oriente,True,True,2026-04-15T08:45:12
C-0004019,54,M,2,Santa Cruz,ladera_norte,False,False,2026-04-15T12:09:59
C-0004020,39,No reporta,13,San Javier,ladera_occidente,True,False,2026-04-15T10:03:12
C-0004021,48,F,4,Aranjuez,valle,True,True,2026-04-15T09:57:30
C-0004022,66,M,4,Aranjuez,valle,True,True,2026-04-15T10:11:59
C-0004023,23,M,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T08:38:02
C-0004024,52,M,16,Belen,sur,True,False,2026-04-15T11:37:52
C-0004025,19,M,14,El Poblado,sur,True,True,2026-04-15T08:55:25
C-0004026,20,No reporta,60,San Cristobal,rural,True,True,2026-04-15T12:04:53
C-0004027,24,M,12,La America,centro_sur,True,True,2026-04-15T11:40:29
C-0004028,28,No reporta,12,La America,centro_sur,True,True,2026-04-15T09:02:44
C-0004029,41,M,9,Buenos Aires,ladera_oriente,True,False,2026-04-15T10:16:30
C-0004030,80,F,16,Belen,sur,False,False,2026-04-15T09:09:32
C-0004031,78,M,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T08:11:18
C-0004032,24,M,7,Robledo,ladera_noroccidente,True,False,2026-04-15T08:54:21
C-0004033,84,F,12,La America,centro_sur,True,True,2026-04-15T11:50:53
C-0004034,60,F,10,La Candelaria,centro,False,False,2026-04-15T09:00:36
C-0004035,55,F,3,Manrique,ladera_norte,True,True,2026-04-15T12:08:23
C-0004036,71,M,7,Robledo,ladera_noroccidente,True,False,2026-04-15T11:08:32
C-0004037,50,F,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T09:44:04
C-0004038,35,F,15,Guayabal,sur,True,True,2026-04-15T10:38:43
C-0004039,53,M,7,Robledo,ladera_noroccidente,True,True,2026-04-15T11:54:50
C-0004040,66,F,15,Guayabal,sur,False,False,2026-04-15T07:53:21
C-0004041,63,M,8,Villa Hermosa,ladera_oriente,True,False,2026-04-15T11:30:31
C-0004042,29,F,14,El Poblado,sur,True,True,2026-04-15T10:21:45
C-0004043,80,F,3,Manrique,ladera_norte,True,True,2026-04-15T12:23:46
C-0004044,37,F,50,San Sebastian de Palmitas,rural,True,False,2026-04-15T11:44:19
C-0004045,72,M,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T11:58:37
C-0004046,38,M,5,Castilla,valle,False,False,2026-04-15T07:48:03
C-0004047,22,F,5,Castilla,valle,False,False,2026-04-15T09:46:11
C-0004048,84,F,5,Castilla,valle,True,True,2026-04-15T12:01:38
C-0004049,57,M,7,Robledo,ladera_noroccidente,False,False,2026-04-15T08:51:18
C-0004050,32,M,13,San Javier,ladera_occidente,True,True,2026-04-15T08:47:02
C-0004051,18,M,60,San Cristobal,rural,False,False,2026-04-15T10:50:12
C-0004052,26,F,12,La America,centro_sur,True,True,2026-04-15T09:08:19
C-0004053,29,No reporta,10,La Candelaria,centro,True,False,2026-04-15T10:26:29
C-0004054,80,,8,Villa Hermosa,ladera_oriente,False,False,2026-04-15T09:29:50
C-0004055,29,F,15,Guayabal,sur,True,True,2026-04-15T09:45:15
C-0004056,28,M,15,Guayabal,sur,False,False,2026-04-15T08:12:41
C-0004057,74,M,6,Doce de Octubre,ladera_noroccidente,True,False,2026-04-15T11:40:04
C-0004058,76,M,60,San Cristobal,rural,True,False,2026-04-15T07:59:32
C-0004059,32,M,7,Robledo,ladera_noroccidente,True,True,2026-04-15T08:20:59
C-0004060,61,F,14,El Poblado,sur,True,True,2026-04-15T08:42:11
C-0004061,53,F,70,Altavista,rural,True,False,2026-04-15T08:52:26
C-0004062,56,F,13,San Javier,ladera_occidente,True,True,2026-04-15T07:31:37
C-0004063,38,M,3,Manrique,ladera_norte,True,False,2026-04-15T12:17:38
C-0004064,68,F,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T10:23:10
C-0004065,77,F,3,Manrique,ladera_norte,False,False,2026-04-15T09:56:49
C-0004066,66,M,14,El Poblado,sur,False,False,2026-04-15T08:10:20
C-0004067,78,F,5,Castilla,valle,False,False,2026-04-15T10:40:03
C-0004068,25,M,13,San Javier,ladera_occidente,True,True,2026-04-15T07:58:00
C-0004069,62,F,16,Belen,sur,True,True,2026-04-15T08:51:48
C-0004070,84,F,4,Aranjuez,valle,True,True,2026-04-15T10:18:58
C-0004071,53,F,7,Robledo,ladera_noroccidente,False,False,2026-04-15T12:24:45
C-0004072,81,F,12,La America,centro_sur,True,True,2026-04-15T10:27:47
C-0004073,41,F,8,Villa Hermosa,ladera_oriente,True,False,2026-04-15T09:53:27
C-0004074,78,F,4,Aranjuez,valle,True,True,2026-04-15T10:47:58
C-0004075,80,M,1,Popular,ladera_norte,False,False,2026-04-15T11:09:49
C-0004076,59,F,8,Villa Hermosa,ladera_oriente,False,False,2026-04-15T10:01:07
C-0004077,65,F,12,La America,centro_sur,True,True,2026-04-15T09:11:44
C-0004078,53,F,10,La Candelaria,centro,False,False,2026-04-15T11:55:17
C-0004079,39,F,3,Manrique,ladera_norte,True,True,2026-04-15T09:01:29
C-0004080,53,F,8,Villa Hermosa,ladera_oriente,True,False,2026-04-15T08:07:27
C-0004081,82,F,7,Robledo,ladera_noroccidente,False,False,2026-04-15T08:57:41
C-0004082,19,M,5,Castilla,valle,True,True,2026-04-15T11:25:53
C-0004083,31,M,13,San Javier,ladera_occidente,True,True,2026-04-15T07:52:57
C-0004084,51,M,6,Doce de Octubre,ladera_noroccidente,True,False,2026-04-15T09:33:21
C-0004085,40,M,10,La Candelaria,centro,True,True,2026-04-15T07:42:12
C-0004086,59,M,50,San Sebastian de Palmitas,rural,True,True,2026-04-15T12:01:02
C-0004087,42,F,10,La Candelaria,centro,True,False,2026-04-15T09:09:20
C-0004088,62,F,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T08:40:21
C-0004089,25,M,2,Santa Cruz,ladera_norte,True,False,2026-04-15T10:57:58
C-0004090,40,F,4,Aranjuez,valle,True,True,2026-04-15T12:14:19
C-0004091,64,F,2,Santa Cruz,ladera_norte,False,False,2026-04-15T07:45:54
C-0004092,49,No reporta,14,El Poblado,sur,False,False,2026-04-15T11:50:09
C-0004093,65,F,15,Guayabal,sur,True,False,2026-04-15T09:27:44
C-0004094,60,F,4,Aranjuez,valle,True,False,2026-04-15T08:21:57
C-0004095,40,M,4,Aranjuez,valle,True,True,2026-04-15T07:51:54
C-0004096,46,F,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T09:40:28
C-0004097,82,F,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T08:42:27
C-0004098,82,F,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T08:42:55
C-0004099,20,F,12,La America,centro_sur,True,True,2026-04-15T08:26:04
C-0004100,65,No reporta,16,Belen,sur,False,False,2026-04-15T08:12:36
C-0004101,50,M,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T11:25:48
C-0004102,18,F,12,La America,centro_sur,True,True,2026-04-15T09:26:24
C-0004103,60,F,10,La Candelaria,centro,True,False,2026-04-15T11:30:22
C-0004104,19,F,6,Doce de Octubre,ladera_noroccidente,False,False,2026-04-15T10:10:32
C-0004105,39,M,16,Belen,sur,True,False,2026-04-15T07:53:37
C-0004106,64,F,2,Santa Cruz,ladera_norte,False,True,2026-04-15T09:30:28
C-0004107,72,F,13,San Javier,ladera_occidente,True,True,2026-04-15T07:56:01
C-0004108,45,M,13,San Javier,ladera_occidente,True,False,2026-04-15T09:09:30
C-0004109,72,M,16,Belen,sur,False,False,2026-04-15T11:36:59
C-0004110,74,M,9,Buenos Aires,ladera_oriente,True,False,2026-04-15T09:08:21
C-0004111,47,M,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T08:41:28
C-0004112,29,M,15,Guayabal,sur,True,True,2026-04-15T08:18:18
C-0004113,62,M,14,El Poblado,sur,True,True,2026-04-15T08:09:50
C-0004114,18,M,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T08:36:49
C-0004115,77,F,14,El Poblado,sur,True,True,2026-04-15T12:02:50
C-0004116,44,F,5,Castilla,valle,True,True,2026-04-15T10:08:49
C-0004117,68,F,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T11:24:52
C-0004118,67,No reporta,15,Guayabal,sur,True,False,2026-04-15T08:17:43
C-0004119,49,M,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T10:32:39
C-0004120,83,M,9,Buenos Aires,ladera_oriente,True,True,2026-04-15T11:38:50
C-0004121,71,F,60,San Cristobal,rural,False,False,2026-04-15T11:22:43
C-0004122,77,M,14,El Poblado,sur,True,True,2026-04-15T11:10:50
C-0004123,24,F,16,Belen,sur,True,False,2026-04-15T11:15:35
C-0004124,50,F,7,Robledo,ladera_noroccidente,True,False,2026-04-15T12:26:39
C-0004125,81,M,90,Santa Elena,rural,False,False,2026-04-15T09:26:06
C-0004126,72,M,3,Manrique,ladera_norte,False,False,2026-04-15T09:05:01
C-0004127,48,M,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T07:58:15
C-0004128,22,F,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T08:24:43
C-0004129,36,F,14,El Poblado,sur,True,True,2026-04-15T09:31:10
C-0004130,56,F,16,Belen,sur,True,True,2026-04-15T07:52:39
C-0004131,61,F,13,San Javier,ladera_occidente,True,True,2026-04-15T11:17:10
C-0004132,79,M,11,Laureles-Estadio,centro_sur,False,False,2026-04-15T09:14:59
C-0004133,24,F,8,Villa Hermosa,ladera_oriente,False,False,2026-04-15T09:07:00
C-0004134,44,F,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T12:06:17
C-0004135,36,F,9,Buenos Aires,ladera_oriente,True,True,2026-04-15T07:47:55
C-0004136,82,M,1,Popular,ladera_norte,False,False,2026-04-15T10:27:21
C-0004137,29,M,9,Buenos Aires,ladera_oriente,True,False,2026-04-15T10:29:41
C-0004138,32,F,15,Guayabal,sur,True,False,2026-04-15T12:17:33
C-0004139,37,F,13,San Javier,ladera_occidente,True,False,2026-04-15T09:32:46
C-0004140,25,M,14,El Poblado,sur,True,True,2026-04-15T12:04:12
C-0004141,61,M,7,Robledo,ladera_noroccidente,True,True,2026-04-15T10:52:47
C-0004142,53,F,10,La Candelaria,centro,True,True,2026-04-15T09:23:55
C-0004143,55,F,1,Popular,ladera_norte,True,False,2026-04-15T10:08:44
C-0004144,78,No reporta,7,Robledo,ladera_noroccidente,False,False,2026-04-15T09:41:22
C-0004145,47,M,9,Buenos Aires,ladera_oriente,True,False,2026-04-15T10:30:43
C-0004146,38,F,5,Castilla,valle,True,True,2026-04-15T08:59:48
C-0004147,43,F,1,Popular,ladera_norte,True,False,2026-04-15T09:08:59
C-0004148,71,F,12,La America,centro_sur,True,True,2026-04-15T11:12:34
